lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
15,0,90.74061644825375,9,18,4,1,1,3,0,0
51,1,207.9,9,14,4,3,0,0,5,0
21,0,157.12735733041782,6,1,4,2,0,0,2,0
221,0,88.26905388156514,8,17,4,1,0,0,0,0
152,1,106.55871336728246,7,19,4,1,0,0,0,0
14,0,83.4529139874757,3,7,4,1,0,0,0,0
312,0,161.6781562516794,8,17,4,2,1,0,5,0
191,0,100.12174050902577,7,26,3,3,1,0,2,0
156,1,123.29455830843229,8,9,4,3,0,0,0,0
189,0,71.64612133482376,6,8,3,2,1,0,0,0
19,0,230.95882722132478,8,10,4,2,0,0,4,0
247,1,82.2556930282731,9,8,4,3,0,0,0,0
25,0,146.5112237680811,9,2,4,1,1,0,0,0
112,1,209.43283905897334,8,9,3,2,0,0,3,0
53,0,77.97535474662025,2,26,4,2,0,0,0,0
110,0,72.25,7,14,3,3,0,0,0,0
321,0,70.80212742375961,5,16,3,3,0,0,0,0
31,0,216.18900945283258,7,13,4,1,0,0,5,0
48,0,130.06313777757336,4,29,4,4,0,0,3,0
38,1,67.5,2,14,4,0,1,1,0,0
43,0,109.170029124157,6,19,4,1,1,0,0,0
86,0,220.78476660097758,9,22,4,3,1,0,5,0
143,1,107.86643003870469,9,27,4,3,1,0,3,0
73,0,73.48972332724789,3,18,4,3,1,0,0,0
46,0,111.55924077902702,3,18,4,2,0,0,2,0
110,1,119.17795267455983,10,10,3,1,1,0,0,0
56,0,68.72506595899706,9,8,4,4,2,0,0,0
57,0,73.52510503312837,10,15,4,3,0,1,0,0
9,0,117.89087537807006,7,24,4,0,1,0,0,0
155,0,114.46852429114081,7,14,3,3,1,0,0,0
77,0,130.38627252631034,7,4,4,4,0,0,3,0
16,0,106.0,2,26,4,1,1,0,3,0
7,0,156.0,6,11,4,2,0,0,3,0
1,0,83.85962073056942,4,10,4,1,0,0,0,0
192,0,102.0,9,25,3,3,2,0,0,0
187,0,111.32289110853735,8,28,4,5,2,0,0,0
86,0,40.40214590523529,6,9,3,12,4,2,0,0
8,0,91.51295405081406,2,5,4,1,0,0,0,0
37,0,135.9,8,16,4,0,1,0,0,0
35,0,140.4,4,26,4,1,0,0,3,0
174,0,81.7041679473248,8,12,4,3,1,1,0,0
49,0,74.8,11,19,4,5,2,3,0,0
6,0,76.54164033953425,2,25,4,1,0,2,0,0
30,0,66.29,12,3,4,10,4,3,0,0
178,0,106.09465175074891,8,22,2,3,1,0,2,0
191,0,114.62285142325221,10,25,3,1,0,0,3,0
209,0,78.72411255853231,5,20,3,3,2,0,0,0
16,0,83.48277796468376,3,7,4,4,0,3,0,0
18,0,77.85950673746942,5,11,4,1,0,1,0,0
185,0,89.25,8,15,4,4,0,3,0,0
18,0,47.8741493636568,8,21,3,1,1,0,0,0
14,0,89.0,6,19,4,1,0,3,0,0
223,0,102.32984216964998,8,7,3,2,1,0,0,0
178,0,128.14661377375418,8,24,4,1,0,0,0,0
151,0,114.52219800421808,8,19,4,2,2,0,3,0
67,0,165.110928018084,10,2,4,3,1,0,1,0
122,1,77.32645390249617,12,24,4,4,1,0,2,0
108,1,216.09233053677207,10,8,3,3,0,0,3,0
17,0,109.80901798217293,4,15,0,7,3,0,3,0
276,0,81.99224445314813,9,5,4,4,1,0,0,0
60,0,76.50605892641082,3,10,4,1,0,2,0,0
33,0,99.10976447545734,5,11,4,1,0,3,0,0
93,0,99.77674588456227,3,26,3,2,2,0,0,0
4,0,98.55858361752463,8,17,4,10,2,0,0,0
70,0,76.80427600483165,12,20,4,2,0,3,0,0
141,0,74.94992054166653,5,3,3,2,1,0,0,0
127,0,146.8417007971555,9,7,4,2,0,0,4,0
202,0,126.4809297003972,5,25,3,1,0,0,0,0
343,1,113.65800147834739,9,13,4,2,0,0,0,0
29,0,129.47662325339354,7,15,4,2,0,3,0,0
68,0,111.85083738205424,4,14,4,3,1,0,3,0
17,0,191.1875134948301,6,15,4,1,1,0,3,0
29,0,136.97527278280597,5,20,4,2,1,0,3,0
118,0,72.25,9,25,3,3,0,0,0,0
75,1,76.5,7,6,4,1,0,0,0,0
238,0,127.95112344525788,9,25,4,2,0,0,0,0
102,0,71.99881284022645,4,4,3,1,0,0,0,0
4,0,110.0,8,27,0,1,0,0,2,0
11,0,119.41992998589119,6,3,4,2,1,1,0,0
160,1,107.95564286404948,8,3,4,3,2,0,0,0
98,0,79.602561875429,2,17,2,1,0,0,0,0
29,0,110.91673225869684,10,2,4,1,0,1,0,0
96,0,94.5,7,11,3,1,1,1,0,0
59,0,118.8,4,22,4,2,1,0,3,0
57,0,140.4,6,2,4,2,0,0,3,0
127,0,163.31870575175054,7,22,4,2,1,0,1,0
56,0,93.6,11,24,4,2,0,0,0,0
171,0,127.11528040180423,8,16,4,2,0,0,0,0
56,0,124.83597699023025,3,28,4,3,0,0,3,0
306,1,76.96801091517402,10,22,4,2,0,0,0,0
100,1,89.32388960433714,8,19,4,2,0,0,0,0
107,1,64.03634060872483,7,9,3,4,2,0,0,0
9,0,169.0,7,16,4,1,0,0,0,0
24,0,108.4442787744253,4,10,4,2,0,0,0,0
33,0,113.44060725161854,5,13,4,2,0,0,0,0
23,0,214.31295697202327,10,11,4,2,1,0,3,0
50,0,129.15944356956007,11,10,4,2,0,0,0,0
109,0,94.9139119946625,6,26,4,1,1,0,0,0
117,0,85.41064666885006,6,28,4,1,0,2,0,0
100,0,107.1,8,2,4,5,1,3,0,0
237,0,146.85628529663998,10,13,4,3,0,0,3,0
81,0,135.0667788115102,8,21,4,2,1,0,0,0
192,1,107.34142755229296,9,4,4,3,1,0,0,0
198,0,97.98609656331017,11,27,4,4,2,0,2,0
14,0,88.9871408269501,3,3,4,0,1,2,0,0
66,0,150.1713403529006,10,6,4,3,1,0,0,0
64,0,125.3910389896212,5,28,4,2,0,0,1,0
23,0,90.31137080902002,3,24,4,1,0,1,0,0
3,0,145.71030260782263,4,13,4,2,0,0,3,0
54,0,119.39451264290712,7,2,4,4,2,0,0,0
165,0,95.4852791720279,7,7,4,2,0,1,0,0
56,0,140.4,5,3,4,1,0,0,3,0
30,0,110.93175492934984,8,4,4,0,1,0,2,0
22,0,157.50665042398737,3,22,4,1,0,0,1,0
87,1,118.3499136543309,8,12,4,1,1,0,0,0
169,0,99.45,8,6,4,2,1,0,0,0
177,0,71.4542376467817,7,17,3,4,1,0,0,0
92,0,85.87004484596764,8,14,4,2,1,0,0,0
206,0,132.77133688985717,8,22,4,2,1,0,0,0
63,0,80.03997629904305,3,27,3,1,1,2,0,0
31,0,77.99577409792347,1,16,4,1,0,0,0,0
424,0,72.78441427036253,9,18,4,2,0,0,0,0
125,0,132.43020917305867,11,1,4,3,2,0,4,0
93,0,159.28120228674172,6,8,4,3,0,0,0,0
190,0,110.97466334356106,9,29,4,6,2,0,0,0
79,1,85.5,5,13,4,3,0,1,0,0
195,0,97.90388240375496,8,22,4,5,1,0,0,0
23,0,89.97510814778165,9,30,4,4,1,3,0,0
106,0,116.1,6,14,4,1,0,3,0,0
101,0,141.6399226353832,8,21,4,2,0,0,3,0
77,0,150.45,5,15,4,2,1,0,0,0
25,0,160.36090149633242,7,17,4,3,1,0,1,0
123,0,73.32871450370922,7,20,4,1,0,0,0,0
186,0,104.84367789418107,8,19,4,2,0,0,0,0
192,0,121.5,8,10,4,2,0,0,0,0
36,1,126.9,5,22,4,0,1,0,0,0
98,1,166.761715580371,7,9,4,2,0,0,3,0
268,0,105.3285188261027,8,5,4,1,1,0,0,0
7,0,97.03429235625559,4,4,4,1,0,0,0,0
30,0,116.35706601148432,3,25,4,1,1,2,0,0
0,1,139.62379773200328,5,19,4,1,0,2,0,0
29,0,146.47783315866184,3,28,4,2,0,0,3,0
152,0,131.7920696562522,7,14,4,4,2,0,1,0
21,0,140.0,10,29,4,1,2,0,0,0
192,0,95.31251701649897,6,23,3,2,0,0,0,0
17,0,65.5210050554585,11,13,2,1,0,0,0,0
168,0,137.7,7,23,4,1,0,0,0,0
165,0,99.8661982540213,8,23,4,3,1,0,0,0
10,0,182.45265097870308,4,19,4,2,0,0,3,0
122,0,76.5,7,13,4,1,1,0,0,0
64,0,140.4,5,10,4,2,0,0,3,0
15,0,80.52929120736601,8,27,4,2,0,0,0,0
157,0,120.91163381041422,6,24,4,2,0,0,0,0
105,0,131.36177765334835,8,10,3,3,1,0,1,0
24,0,232.17215023532887,9,18,4,2,1,0,5,0
75,0,124.5620055792677,7,10,4,1,1,0,3,0
15,1,101.0425738239711,10,11,4,3,1,0,0,0
183,2,80.1,10,26,4,3,0,3,0,0
46,0,79.2,11,24,4,1,0,3,0,0
5,2,96.19346857205278,8,17,4,10,3,0,0,0
178,0,85.107593322452,8,24,4,3,1,3,0,0
44,0,110.71895364696272,10,2,4,3,0,0,2,0
257,0,105.43326397128142,9,15,4,3,0,0,0,0
25,0,147.0239497454128,4,13,4,1,0,0,2,0
48,0,73.71110454635728,3,7,4,2,1,0,0,0
161,0,130.0,3,25,3,2,1,1,0,0
62,0,159.3,5,7,4,2,0,0,1,0
120,0,128.17673362267493,8,14,4,3,1,0,1,0
23,0,188.04457582089404,8,14,4,1,1,0,3,0
93,0,109.41134072984222,6,18,4,0,1,0,0,0
79,0,96.42432381654511,4,3,4,4,1,0,3,0
19,0,140.0,10,29,4,1,1,0,0,0
59,0,129.0648742219504,4,28,4,2,1,0,3,0
177,1,114.3265026437915,4,26,4,2,0,2,0,0
133,0,164.2930805821328,7,8,4,3,2,0,3,0
198,1,121.10773425297535,9,8,4,2,1,0,1,0
15,0,110.82488597056403,5,7,4,1,2,0,0,0
160,1,138.7408476716417,8,21,4,2,1,0,3,0
79,0,105.87278212599365,7,16,4,1,1,0,0,0
54,0,72.35424698506989,10,15,4,2,1,0,0,0
60,0,105.43652662986626,5,23,4,1,1,0,0,0
78,0,183.65095609841137,8,15,4,2,1,0,3,0
28,0,151.53772539604404,7,2,4,1,1,0,0,0
256,0,71.15464743331549,11,11,4,4,1,0,0,0
26,0,121.20617389725577,6,29,4,2,1,0,0,0
151,0,136.52309674872453,6,5,4,4,1,0,3,0
178,0,88.74150856827895,7,9,4,3,0,3,0,0
304,0,78.11401488160608,9,20,4,3,1,0,0,0
153,0,198.696327319027,6,21,4,3,1,0,2,0
169,1,173.94696050270946,9,7,4,2,0,0,1,0
152,0,132.0450018042799,6,10,4,2,1,0,3,0
117,1,96.78657250874645,8,15,3,2,0,1,0,0
218,0,68.71030203922528,8,11,4,2,1,0,0,0
50,0,67.5,2,24,4,1,0,3,0,0
34,0,139.5,10,2,4,2,1,0,3,0
15,1,200.75667401532382,6,16,4,3,0,0,5,0
8,0,130.38600813412592,4,8,4,2,0,0,2,0
185,0,104.34886128868035,7,26,4,3,0,0,2,0
27,0,128.59619021734815,9,4,4,1,1,0,1,0
61,0,140.3829661093885,5,17,3,2,0,0,2,0
46,0,92.8925059103452,9,18,4,1,1,0,0,0
17,0,156.0,5,2,4,3,0,0,3,0
49,0,125.98442555912374,10,25,4,2,1,0,3,0
20,0,110.12498412756442,9,26,4,1,0,3,0,0
84,0,124.22094435898171,5,18,4,3,0,0,1,0
209,1,199.3438759745382,8,20,3,2,0,1,1,0
43,0,131.3961168613768,4,9,4,2,1,0,0,0
178,0,127.62358126876414,7,28,4,4,1,0,2,0
173,1,102.32846990193062,7,5,4,1,2,1,0,0
99,0,93.42632698481711,4,16,4,1,2,0,2,0
18,0,72.17337229398464,11,21,4,2,2,0,0,0
107,0,97.63778478280372,8,19,3,1,2,0,0,0
48,1,73.05698939870626,3,17,4,1,0,1,0,0
171,0,77.25858831351316,8,5,3,1,0,0,0,0
153,0,144.8620038350447,8,15,4,0,2,0,3,0
247,0,111.34612582257145,6,6,3,1,1,1,0,0
43,1,80.72303145384454,3,13,4,1,1,0,0,0
123,0,162.02842456613806,8,20,4,4,1,0,2,0
228,0,91.90702074026674,8,29,4,5,1,0,0,0
96,1,164.08451265461156,9,27,4,2,0,0,4,0
44,0,98.78561492396219,7,29,4,1,0,3,0,0
182,0,103.7,7,26,4,4,0,0,3,0
67,0,149.4,9,15,4,1,0,0,3,0
96,1,79.8,10,30,4,1,2,3,0,0
269,0,109.93585409866876,4,20,3,3,0,0,0,0
163,0,100.4031782802719,5,1,4,2,1,0,0,0
74,0,85.5,4,9,4,1,0,3,0,0
207,0,98.02851592721755,9,3,4,1,0,2,0,0
174,0,118.16499550357761,7,3,4,1,2,0,1,0
13,0,100.64407890525347,9,13,4,1,1,3,0,0
158,1,114.3,7,7,4,1,0,0,0,0
204,0,125.89524266650363,5,29,3,1,1,0,0,0
81,0,119.05985214415178,10,2,4,1,1,0,2,0
35,0,159.48333143296867,7,8,4,3,0,0,3,0
16,0,141.87036388100802,4,14,4,1,0,0,2,0
349,0,81.01204707817571,12,24,4,1,1,0,0,0
153,1,114.4482176915088,8,22,4,1,0,0,0,0
80,0,74.50755506891993,3,25,3,1,1,0,0,0
71,0,67.5,3,14,4,1,0,3,0,0
102,0,95.0793218594131,7,25,3,2,0,2,0,0
163,1,93.56523196034443,8,8,4,5,1,0,0,0
150,0,64.34672884650632,6,11,3,1,0,2,0,0
187,0,105.7970645242452,7,19,4,2,0,0,3,0
202,0,90.0,6,6,3,2,0,0,0,0
55,0,109.58040698276588,6,28,4,1,1,0,0,0
92,0,119.56396384667393,5,21,4,2,2,0,0,0
154,0,102.01190565240643,6,9,4,3,0,0,0,0
68,0,135.50393214001107,6,5,4,3,2,0,0,0
56,0,165.62090493689203,4,17,4,2,0,0,4,0
16,0,231.1523162261436,8,16,4,2,0,0,5,0
251,0,90.95,9,28,4,2,1,0,0,0
195,1,181.54925181276604,7,19,4,2,1,0,4,0
100,0,94.72318032785901,5,17,2,1,0,0,0,0
194,1,103.15455330723823,8,12,3,2,1,0,0,0
83,0,53.38279682543914,6,11,4,2,0,0,0,0
100,0,102.92517186189986,7,26,4,2,0,0,0,0
56,0,93.57700745606189,3,18,4,3,1,0,0,0
55,1,73.93895312782807,10,12,4,4,1,1,0,0
173,2,130.03467053817704,7,22,4,2,1,0,2,0
279,0,92.27574403760498,10,16,4,2,0,0,2,0
36,0,137.77513333919848,3,25,4,1,0,0,3,0
69,0,76.18003873190708,3,11,4,1,1,0,0,0
163,0,115.0,10,15,3,0,1,0,0,0
22,0,119.0,9,26,4,3,1,3,0,0
0,0,209.13758102698895,4,21,4,2,0,0,5,0
112,0,108.0,10,12,4,1,0,3,0,0
17,0,78.37107104141427,4,11,4,1,0,2,0,0
68,1,149.4,9,4,4,4,1,0,3,0
144,0,97.74104064871595,6,5,3,3,0,2,0,0
22,0,167.51863998529754,8,21,4,2,2,0,2,0
336,0,84.0316329103584,10,9,3,2,0,0,0,0
251,0,93.34573908974996,9,25,4,3,0,0,0,0
105,0,82.13076504921945,4,3,4,2,0,0,0,0
27,0,118.30062028661325,8,28,4,2,1,0,0,0
146,0,121.49297773299395,8,13,4,4,2,0,0,0
178,0,93.76404686559638,8,20,4,0,0,0,0,0
179,2,162.46235001447818,8,25,4,4,0,0,2,0
190,0,100.33409947493273,5,6,4,2,1,0,0,0
38,0,131.4,3,21,4,0,1,0,3,0
4,0,110.04914814334926,5,23,2,1,0,0,0,0
178,0,88.77,8,27,4,1,1,0,1,0
94,1,159.28086812289993,5,3,4,2,1,0,3,0
287,1,101.02122041896139,8,28,4,3,0,0,0,0
213,0,90.75609018042381,8,16,4,2,0,0,0,0
93,1,159.20200176291976,8,8,4,4,1,0,3,0
150,1,114.3,7,5,4,1,0,0,1,0
172,0,107.7686400655539,9,3,4,2,0,0,0,0
156,1,120.75498635672285,6,14,3,2,0,0,0,0
214,1,168.3,7,19,4,1,0,0,5,0
91,0,90.82824161163778,6,3,3,2,1,0,2,0
230,0,135.43958021631914,8,4,4,3,0,0,0,0
12,0,109.26316000874367,4,25,4,1,0,2,0,0
10,0,94.74800159990963,3,30,2,0,0,0,0,0
55,0,112.69676773001294,11,10,4,2,0,0,0,0
164,0,150.0666771149322,8,2,4,3,1,0,3,0
33,0,169.47663077127942,8,9,4,1,0,0,3,0
236,0,149.99015956934346,9,15,4,3,0,0,3,0
55,0,140.85504105652123,6,9,4,1,0,0,3,0
23,0,78.69158258649611,9,21,4,3,1,1,0,0
20,0,101.42838661809274,11,1,4,3,0,0,0,0
5,0,137.57980300876426,5,2,4,3,0,0,0,0
106,0,94.5,7,12,4,5,1,3,0,0
11,0,260.9058097650416,4,23,4,2,0,0,4,0
179,1,98.80851502774819,8,25,3,2,1,2,0,0
37,0,97.2,10,2,4,0,1,3,0,0
34,0,67.5,2,13,4,0,0,3,0,0
153,1,130.5,7,22,4,1,1,0,0,0
70,0,134.47993947979404,7,6,4,1,0,0,0,0
207,0,11.135383170756015,7,16,3,1,1,0,0,0
18,0,93.10932924097183,7,9,4,4,0,2,0,0
14,1,86.03617813553299,8,27,4,4,2,0,0,0
63,0,149.4,8,15,4,1,0,0,3,0
34,0,139.5,10,2,4,2,1,0,3,0
191,1,132.85995756386777,8,7,4,2,1,0,0,0
25,1,186.9650775605519,8,14,4,2,1,0,3,0
180,1,129.94918195822467,8,8,4,4,0,0,3,0
189,2,175.33281583368452,7,17,4,1,1,0,5,0
1,0,60.0,2,28,3,1,2,0,0,0
175,0,78.7889148950999,8,4,3,2,0,0,0,0
76,1,76.5,7,8,4,2,0,0,0,0
12,0,84.51513233113114,3,7,4,1,0,0,0,0
139,2,166.87618233045208,9,26,4,2,0,0,5,0
211,0,78.30249206143029,10,18,4,0,0,0,0,0
33,0,136.48747318083005,9,8,4,2,2,0,0,0
211,0,77.5235089433102,6,21,3,3,1,0,0,0
165,0,96.3,8,27,4,1,1,0,0,0
174,0,90.1125571095076,8,13,4,4,0,0,0,0
23,0,292.12833805809805,7,20,4,2,1,0,6,0
82,1,122.70803488904171,10,21,4,3,1,0,2,0
48,0,158.80430452979232,5,4,4,2,1,0,3,0
133,0,94.97749891954675,6,29,4,3,0,0,0,0
218,1,77.60308296137934,8,8,4,1,0,0,0,0
44,0,65.3374264591776,3,7,2,0,1,0,0,0
180,0,120.0,10,10,3,2,1,0,0,0
101,0,119.22986475147,6,3,4,3,0,0,1,0
178,0,70.0,10,14,3,1,0,0,0,0
38,0,117.9,7,3,4,0,1,0,0,0
228,0,69.20684370357004,12,26,4,5,2,1,0,0
72,0,204.36765697237868,6,13,4,1,0,0,5,0
31,0,85.41332992727918,3,4,4,1,1,0,0,0
189,0,110.45632361043096,10,28,4,2,1,0,2,0
73,0,107.11593650003807,6,6,4,2,0,2,0,0
50,0,159.3,5,7,4,1,1,0,3,0
134,0,119.40454058926366,10,8,4,1,1,0,0,0
47,0,74.8,11,20,4,4,1,3,0,0
93,0,150.22060318225752,7,22,4,2,0,0,3,0
52,0,123.3,4,2,4,1,0,0,3,0
36,0,145.71999182428692,6,19,4,0,1,0,2,0
15,1,129.85416365299997,9,27,4,1,1,1,0,0
75,1,77.37142420747969,10,29,4,1,2,0,0,0
98,0,167.6660897724919,6,13,4,2,0,0,3,0
12,0,85.0,6,2,4,4,0,0,0,0
203,0,125.91216484211712,5,26,3,1,1,0,0,0
114,0,119.80954176284688,8,5,4,2,1,0,0,0
54,0,149.22354287258287,3,28,4,2,2,0,4,0
49,0,115.5093380981687,8,5,4,1,1,0,3,0
35,0,135.9,8,17,4,2,0,0,0,0
36,0,159.67709373384665,2,25,4,1,0,0,3,0
223,0,101.55097983513387,8,26,3,3,1,0,0,0
189,0,188.45780971145396,8,19,4,2,0,1,3,0
55,0,159.3,5,2,4,2,0,0,2,0
220,0,85.5,9,2,4,1,0,3,0,0
31,0,74.97397825111182,9,16,3,2,1,0,0,0
117,0,105.87743428288275,4,29,4,2,0,0,3,0
183,2,116.87049383732413,9,29,4,2,1,0,0,0
91,0,69.92787834060786,5,7,4,4,0,0,0,0
152,0,91.79232340123087,7,19,4,5,2,2,0,0
13,0,151.64775356696973,6,1,4,1,0,0,1,0
47,0,70.82513650740724,2,17,4,1,0,3,0,0
105,0,133.3494530358722,7,25,4,1,1,0,3,0
10,0,155.66154889781097,7,17,4,2,0,0,3,0
161,0,95.40949531883031,7,2,4,2,0,1,0,0
271,1,101.33,9,21,3,3,0,0,0,0
47,1,74.8,11,18,4,4,1,3,0,0
92,0,94.13386834064357,5,26,4,1,1,0,0,0
66,0,126.48575140517399,3,4,4,1,1,0,0,0
134,1,81.5118330578796,8,16,4,3,1,0,1,0
132,0,149.64300479705483,9,12,4,1,1,0,3,0
46,0,112.82889910570259,3,18,4,1,0,0,2,0
243,1,94.63008212340522,11,21,4,1,0,0,0,0
98,0,85.66933010135769,6,23,4,1,0,3,0,0
36,0,136.69537665444017,8,1,4,2,1,0,0,0
130,0,89.25,5,15,4,2,1,3,0,0
67,0,75.93230883764623,8,10,3,0,1,0,0,0
179,0,108.86653146718317,9,1,4,1,1,0,0,0
17,0,97.0,3,11,4,1,0,3,0,0
418,0,74.68184173356391,8,26,3,1,0,0,0,0
106,0,124.19654807463478,10,4,4,2,1,0,0,0
6,1,157.77510012989188,7,15,4,2,0,0,1,0
37,0,164.19504706063293,8,17,4,1,0,0,0,0
146,1,137.01024452413557,7,7,4,2,0,0,3,0
18,0,129.0,9,24,4,1,1,3,0,0
111,0,149.88650952150945,8,22,4,3,0,0,3,0
8,1,195.74814378053074,7,13,4,1,0,0,2,0
297,0,102.09613182414162,8,20,4,5,2,0,1,0
260,0,67.98926124676161,11,19,3,1,1,0,0,0
308,1,78.3,11,23,4,3,0,0,0,0
43,0,135.5485766116066,4,27,2,1,2,0,3,0
101,0,104.90569904222266,7,13,3,2,0,0,0,0
222,1,128.2362500052012,9,29,4,2,0,0,1,0
141,0,85.54999579374845,10,20,3,2,1,0,0,0
183,0,98.1,10,12,4,1,0,3,0,0
164,0,115.36879456649103,8,29,3,3,0,0,2,0
34,0,115.52202473706733,3,24,4,1,0,1,0,0
65,0,135.20176503749195,9,18,4,2,0,0,0,0
26,0,94.99332617423099,7,12,4,0,2,0,0,0
89,0,108.9,7,3,4,4,2,0,0,0
132,0,119.53114811458252,5,28,4,3,2,0,3,0
62,0,106.60590422574995,6,19,4,2,2,0,0,0
48,1,131.4,3,19,4,1,1,0,3,0
127,0,90.83352348711074,4,27,3,2,1,0,0,0
75,0,135.15,4,29,4,3,1,0,0,0
119,0,73.85016699610304,7,20,3,2,0,0,0,0
144,0,125.92833810776828,8,13,4,5,1,0,1,0
159,1,133.03246302961537,9,28,4,3,1,0,3,0
5,0,144.5892283651628,7,10,4,2,2,0,4,0
58,0,54.673762503474535,6,17,3,1,1,0,0,0
206,0,104.7895229591514,8,4,4,2,0,0,0,0
52,0,119.16302517494044,4,25,4,1,0,0,3,0
259,0,89.0,10,5,3,4,0,0,0,0
35,0,126.9,4,22,4,0,0,0,0,0
23,0,85.127792983688,2,6,4,1,2,0,0,0
290,0,107.76357353934976,8,23,3,1,0,0,1,0
152,0,114.27150391166381,8,19,4,3,2,0,1,0
218,0,67.43742541854164,9,11,4,1,1,1,0,0
4,0,110.55146818293814,10,25,2,1,0,0,1,0
186,0,86.95913601070347,7,7,4,2,0,0,0,0
74,0,78.53717338007148,3,17,4,2,1,0,0,0
30,1,128.82787863955434,10,4,4,1,2,0,3,0
131,0,99.97677943911111,6,5,4,3,0,0,0,0
53,0,125.1,8,26,4,0,0,3,0,0
34,0,125.1,8,9,4,1,0,3,0,0
45,0,72.9,1,19,4,1,0,0,0,0
90,1,70.7657850033688,9,8,4,4,0,0,0,0
78,0,150.43268832934388,5,15,4,3,0,0,0,0
18,0,201.94209828708978,5,11,4,2,0,0,5,0
166,0,90.24985913807407,7,6,4,3,1,1,0,0
318,0,104.28982892837178,9,1,4,3,0,0,0,0
111,0,150.7101889157108,8,22,4,4,0,0,3,0
151,1,151.61567710282645,10,18,4,2,1,0,2,0
87,0,151.13471041576275,9,9,4,3,0,0,3,0
50,0,97.29867779738007,5,3,4,0,1,0,0,0
132,0,90.91663122847827,6,29,4,3,0,0,0,0
202,0,81.41584772561798,7,12,4,3,0,1,0,0
35,0,113.07734705524861,4,27,4,2,0,0,0,0
36,0,135.3186299521408,7,20,4,2,1,0,0,0
155,0,112.83491015277156,8,20,4,2,2,0,2,0
27,0,138.2374619984443,5,20,4,2,2,0,3,0
18,0,156.69616830353306,4,11,4,2,0,0,3,0
38,0,151.29159580452412,7,19,4,1,2,0,3,0
171,0,112.26825979060862,7,13,4,4,2,0,1,0
112,0,75.9463747926173,7,4,3,2,1,0,0,0
112,0,105.3,6,17,4,2,0,0,0,0
2,0,151.2971796282539,7,9,4,2,0,3,2,0
90,0,91.56152787078464,5,3,3,1,1,0,2,0
5,0,137.42924463362777,4,2,4,3,0,0,0,0
148,0,90.9,8,22,4,3,1,2,0,0
45,0,99.77437720233868,3,22,4,1,0,0,0,0
217,0,176.58998180299952,8,8,3,1,2,0,4,0
160,0,71.52885373166558,6,25,4,4,2,0,0,0
44,0,64.68968560457475,3,7,3,1,1,1,0,0
28,0,98.08763203958806,4,12,4,2,0,3,0,0
19,1,153.4143101433041,6,26,4,0,0,0,1,0
133,1,107.54968365512973,5,6,4,3,0,0,0,0
157,1,122.02687895012788,7,28,4,3,0,0,3,0
0,0,133.17802693375285,9,4,4,1,0,0,0,0
34,0,140.4,3,24,4,2,0,0,3,0
69,0,149.4,9,15,4,1,0,0,3,0
63,0,140.4,5,27,4,1,0,0,3,0
93,0,142.62405481980826,5,20,4,3,1,0,3,0
35,0,163.14917827652857,8,16,4,1,0,0,1,0
279,0,108.23859000208415,8,12,3,2,0,0,0,0
190,0,109.29254476823327,5,6,4,2,1,0,0,0
121,0,94.5,5,5,4,2,0,3,0,0
113,0,105.28746127299915,7,1,4,1,1,0,0,0
49,0,79.68050653000371,8,13,3,4,2,0,0,0
29,0,73.9163363129132,2,19,4,1,0,3,0,0
167,0,60.8470663721231,6,27,4,4,0,3,0,0
123,0,87.24181750089483,4,14,4,2,0,0,0,0
285,0,86.35120809410374,10,16,4,1,1,0,0,0
37,0,133.01065164967991,3,24,4,1,1,0,1,0
48,0,109.92365390491891,4,6,4,3,1,2,0,0
148,0,105.3215445554301,7,20,4,1,2,0,0,0
10,0,119.55162031532556,10,11,4,1,0,0,0,0
55,1,76.04767377720445,11,10,4,4,1,2,0,0
32,0,88.0,11,2,4,2,0,3,0,0
195,0,139.18884811565601,8,21,4,0,1,0,0,0
217,1,125.84069618530387,9,15,4,2,0,0,0,0
56,1,93.6,11,20,4,2,0,0,0,0
66,0,87.53142239233523,4,2,4,1,2,1,0,0
58,0,93.52368826629592,4,11,4,2,0,1,0,0
132,0,118.95816002487881,5,28,4,2,2,0,3,0
34,0,72.9,2,12,4,1,1,0,0,0
57,0,118.7227902239252,3,22,4,2,0,0,2,0
12,0,153.11717734105957,8,3,4,1,0,0,2,0
191,0,84.5204143200097,8,30,4,3,0,0,2,0
30,1,135.9,7,26,4,3,0,0,0,0
238,1,126.99915499154133,9,21,4,2,0,0,0,0
9,0,95.0,5,23,4,0,0,0,0,0
27,0,142.7374566975869,4,11,4,3,1,0,0,0
191,0,91.99601535823898,10,3,4,2,0,0,0,0
110,0,132.03575924263578,6,1,4,3,0,0,2,0
62,0,78.1172485758212,11,23,4,1,0,2,0,0
2,0,102.5102488026584,10,16,3,2,0,0,0,0
137,1,136.000521533701,8,22,4,3,1,0,3,0
187,0,105.3,7,19,4,2,0,0,2,0
39,0,113.22275874014271,3,23,4,3,0,0,0,0
27,0,120.08371641967554,9,18,4,1,1,0,0,0
92,0,118.8,10,7,4,2,1,0,0,0
92,0,138.65656117832606,6,13,4,2,0,0,3,0
208,0,78.32360619769462,7,29,4,2,0,1,0,0
155,0,112.0,7,13,3,3,0,0,0,0
